GeneID	Symbol	Name	Disease	Phenotype	Function
117178	SSX2IP	.	0	0	1
6768	ST14	.	0	0	1
400410	ST20	.	0	0	1
6482	ST3GAL1	.	0	0	1
6483	ST3GAL2	.	0	0	1
6487	ST3GAL3	.	0	0	1
6484	ST3GAL4	.	0	0	1
399972	ST3GAL4-AS1	.	0	0	1
8869	ST3GAL5	.	0	0	1
10402	ST3GAL6	.	0	0	1
6480	ST6GAL1	.	0	0	1
84620	ST6GAL2	.	0	0	1
10610	ST6GALNAC2	.	0	0	1
256435	ST6GALNAC3	.	0	0	1
27090	ST6GALNAC4	.	0	0	1
81849	ST6GALNAC5	.	0	0	1
7982	ST7	.	0	0	1
6489	ST8SIA1	.	0	0	1
7903	ST8SIA4	.	0	0	1
29906	ST8SIA5	.	0	0	1
338596	ST8SIA6	.	0	0	1
23166	STAB1	.	0	0	1
55576	STAB2	.	0	0	1
6769	STAC	.	0	0	1
54441	STAG3L1	.	0	0	1
442578	STAG3L3	.	0	0	1
64940	STAG3L4	.	0	0	1
8027	STAM	.	1	0	1
10254	STAM2	.	0	0	1
10617	STAMBP	.	0	0	1
57559	STAMBPL1	.	0	0	1
55620	STAP2	.	0	0	1
6770	STAR	.	0	0	1
90627	STARD13	.	0	0	1
10948	STARD3	.	0	0	1
83930	STARD3NL	.	0	0	1
134429	STARD4	.	1	1	1
56910	STARD7	.	0	0	1
9754	STARD8	.	0	0	1
57519	STARD9	.	0	0	1
6773	STAT2	.	0	0	1
6774	STAT3	.	0	0	1
6776	STAT5A	.	1	0	1
6777	STAT5B	.	0	0	1
6780	STAU1	.	0	0	1
27067	STAU2	.	0	0	1
8987	STBD1	.	0	0	1
6781	STC1	.	0	0	1
8614	STC2	.	0	0	1
26872	STEAP1	.	1	1	1
79689	STEAP4	.	0	0	1
6491	STIL	.	0	0	1
57620	STIM2	.	0	0	1
10963	STIP1	.	0	0	1
6794	STK11	.	0	0	1
9262	STK17B	.	0	0	1
8428	STK24	.	0	0	1
282974	STK32C	.	0	0	1
140901	STK35	.	0	0	1
27148	STK36	.	0	0	1
11329	STK38	.	0	0	1
23012	STK38L	.	0	0	1
6789	STK4	.	0	0	1
169436	STKLD1	.	0	0	1
3925	STMN1	.	0	0	1
50861	STMN3	.	1	0	1
2040	STOM	.	0	0	1
9399	STOML1	.	0	0	1
30968	STOML2	.	0	0	1
161003	STOML3	.	0	0	1
286749	STON1	.	0	0	1
90529	STPG1	.	0	0	1
201254	STRA13	.	0	0	1
55437	STRADB	.	0	0	1
11171	STRAP	.	1	0	1
55342	STRBP	.	0	0	1
85369	STRIP1	.	0	0	1
29966	STRN3	.	1	1	1
29888	STRN4	.	0	0	1
412	STS	.	0	0	1
3703	STT3A	.	0	0	1
201595	STT3B	.	0	0	1
10273	STUB1	.	0	0	1
8676	STX11	.	0	0	1
23673	STX12	.	0	0	1
8675	STX16	.	0	0	1
55014	STX17	.	0	0	1
415117	STX19	.	0	0	1
2054	STX2	.	0	0	1
6809	STX3	.	0	0	1
6810	STX4	.	0	0	1
10228	STX6	.	0	0	1
8417	STX7	.	0	0	1
9482	STX8	.	0	0	1
6812	STXBP1	.	0	0	1
6813	STXBP2	.	0	0	1
252983	STXBP4	.	0	0	1
134957	STXBP5	.	0	0	1
9515	STXBP5L	.	0	0	1
29091	STXBP6	.	0	1	1
55359	STYK1	.	0	0	1
51657	STYXL1	.	0	0	1
10923	SUB1	.	0	1	1
728938	SUB1P1	.	0	0	1
8803	SUCLA2	.	0	0	1
8802	SUCLG1	.	0	0	1
64426	SUDS3	.	0	0	1
51684	SUFU	.	0	0	1
10147	SUGP2	.	0	0	1
10910	SUGT1	.	0	0	1
441394	SUGT1P1	.	1	0	1
23213	SULF1	.	1	0	1
55959	SULF2	.	0	0	1
6818	SULT1A3	.	0	0	1
27233	SULT1C4	.	0	0	1
6783	SULT1E1	.	1	0	1
6822	SULT2A1	.	0	0	1
25830	SULT4A1	.	0	0	1
285362	SUMF1	.	0	0	1
25870	SUMF2	.	0	0	1
391257	SUMO1P1	.	0	0	1
474338	SUMO1P3	.	0	0	1
6613	SUMO2	.	1	0	1
6612	SUMO3	.	0	1	1
387082	SUMO4	.	0	0	1
23353	SUN1	.	0	0	1
25777	SUN2	.	0	0	1
6821	SUOX	.	0	0	1
11198	SUPT16H	.	0	0	1
8464	SUPT3H	.	0	0	1
6827	SUPT4H1	.	0	0	1
6829	SUPT5H	.	0	0	1
6830	SUPT6H	.	0	0	1
9913	SUPT7L	.	0	0	1
6832	SUPV3L1	.	0	0	1
6836	SURF4	.	0	0	1
64420	SUSD1	.	0	0	1
55061	SUSD4	.	0	0	1
9766	SUSD6	.	0	0	1
79723	SUV39H2	.	0	0	1
23512	SUZ12	.	1	0	1
440423	SUZ12P1	.	0	0	1
9900	SV2A	.	0	0	1
9899	SV2B	.	0	0	1
374969	SVBP	.	0	0	1
79987	SVEP1	.	0	0	1
6840	SVIL	.	0	0	1
258010	SVIP	.	0	0	1
375757	SWI5	.	0	0	1
54823	SWT1	.	0	0	1
94056	SYAP1	.	0	0	1
55638	SYBU	.	0	0	1
85360	SYDE1	.	0	0	1
6850	SYK	.	0	0	1
8189	SYMPK	.	0	0	1
6853	SYN1	.	0	0	1
6854	SYN2	.	0	0	1
81493	SYNC	.	0	0	1
10492	SYNCRIP	.	0	0	1
23345	SYNE1	.	0	0	1
23224	SYNE2	.	0	0	1
8831	SYNGAP1	.	0	0	1
9145	SYNGR1	.	0	0	1
9144	SYNGR2	.	0	0	1
9143	SYNGR3	.	0	0	1
8867	SYNJ1	.	0	0	1
8871	SYNJ2	.	0	0	1
55333	SYNJ2BP	.	0	0	1
100529257	SYNJ2BP-COX16	.	0	0	1
23336	SYNM	.	0	0	1
171024	SYNPO2	.	0	0	1
11276	SYNRG	.	0	0	1
284612	SYPL2	.	0	0	1
767557	SYS1-DBNDD2	.	0	0	1
6857	SYT1	.	0	0	1
23208	SYT11	.	0	0	1
255928	SYT14	.	0	0	1
83851	SYT16	.	0	0	1
54843	SYTL2	.	1	0	1
94121	SYTL4	.	0	0	1
94122	SYTL5	.	0	0	1
84447	SYVN1	.	0	0	1
26099	SZRD1	.	0	0	1
10454	TAB1	.	0	0	1
257397	TAB3	.	1	1	1
6867	TACC1	.	1	0	1
10579	TACC2	.	0	0	1
10460	TACC3	.	0	0	1
51204	TACO1	.	0	0	1
6870	TACR3	.	0	0	1
117143	TADA1	.	0	0	1
6871	TADA2A	.	0	0	1
93624	TADA2B	.	0	0	1
10474	TADA3	.	0	0	1
6881	TAF10	.	0	0	1
6882	TAF11	.	0	0	1
6883	TAF12	.	0	0	1
8148	TAF15	.	0	0	1
9015	TAF1A	.	0	0	1
9014	TAF1B	.	0	0	1
9013	TAF1C	.	0	0	1
79101	TAF1D	.	0	0	1
6873	TAF2	.	0	0	1
6874	TAF4	.	0	0	1
6877	TAF5	.	0	0	1
10629	TAF6L	.	0	0	1
51616	TAF9B	.	0	0	1
117289	TAGAP	.	0	0	1
6876	TAGLN	.	0	0	1
8407	TAGLN2	.	0	0	1
6886	TAL1	.	0	0	1
6888	TALDO1	.	0	0	1
26115	TANC2	.	0	0	1
79613	TANGO6	.	0	0	1
10010	TANK	.	0	0	1
57551	TAOK1	.	0	1	1
9344	TAOK2	.	0	0	1
51347	TAOK3	.	0	0	1
55080	TAPBPL	.	0	0	1
23435	TARDBP	.	0	0	1
6897	TARS	.	0	0	1
259290	TAS2R31	.	0	0	1
259292	TAS2R46	.	0	0	1
259296	TAS2R50	.	0	0	1
83940	TATDN1	.	0	0	1
128387	TATDN3	.	0	0	1
8887	TAX1BP1	.	0	0	1
30851	TAX1BP3	.	0	0	1
23216	TBC1D1	.	0	0	1
23232	TBC1D12	.	0	0	1
57533	TBC1D14	.	0	0	1
64786	TBC1D15	.	0	0	1
125058	TBC1D16	.	0	0	1
79735	TBC1D17	.	0	0	1
55296	TBC1D19	.	0	0	1
55633	TBC1D22B	.	0	0	1
55773	TBC1D23	.	0	0	1
23102	TBC1D2B	.	0	0	1
729873	TBC1D3	.	0	0	1
93594	TBC1D31	.	0	0	1
414060	TBC1D3C	.	1	0	1
101060389	TBC1D3D	.	0	0	1
102723859	TBC1D3E	.	0	0	1
84218	TBC1D3F	.	0	0	1
729877	TBC1D3H	.	0	0	1
9882	TBC1D4	.	0	0	1
9779	TBC1D5	.	0	0	1
51256	TBC1D7	.	0	0	1
11138	TBC1D8	.	0	0	1
54885	TBC1D8B	.	0	1	1
23158	TBC1D9	.	0	0	1
23061	TBC1D9B	.	0	0	1
1155	TBCB	.	0	1	1
55171	TBCCD1	.	0	0	1
6904	TBCD	.	1	1	1
219899	TBCEL	.	0	0	1
29110	TBK1	.	0	0	1
6907	TBL1X	.	0	0	1
79718	TBL1XR1	.	1	0	1
26608	TBL2	.	0	0	1
10607	TBL3	.	0	0	1
84897	TBRG1	.	0	0	1
9238	TBRG4	.	0	0	1
6899	TBX1	.	0	0	1
6926	TBX3	.	0	0	1
9747	TCAF1	.	0	0	1
653199	TCAF1P1	.	0	0	1
285343	TCAIM	.	0	0	1
6920	TCEA3	.	0	0	1
9338	TCEAL1	.	0	0	1
85012	TCEAL3	.	0	0	1
79921	TCEAL4	.	1	0	1
90843	TCEAL8	.	0	0	1
6921	TCEB1	.	0	0	1
10915	TCERG1	.	0	0	1
6938	TCF12	.	0	0	1
6939	TCF15	.	0	0	1
6941	TCF19	.	0	0	1
6942	TCF20	.	0	0	1
6943	TCF21	.	1	1	1
22980	TCF25	.	1	0	1
6929	TCF3	.	0	0	1
6925	TCF4	.	0	0	1
83439	TCF7L1	.	0	0	1
6934	TCF7L2	.	0	0	1
10732	TCFL5	.	0	0	1
10312	TCIRG1	.	0	0	1
6949	TCOF1	.	0	0	1
6950	TCP1	.	0	0	1
55346	TCP11L1	.	0	0	1
255394	TCP11L2	.	0	0	1
6988	TCTA	.	0	0	1
255758	TCTEX1D2	.	0	0	1
79867	TCTN2	.	0	0	1
26123	TCTN3	.	0	0	1
6996	TDG	.	0	0	1
6997	TDGF1	.	0	0	1
157739	TDH	.	0	0	1
6999	TDO2	.	0	0	1
55775	TDP1	.	1	0	1
51567	TDP2	.	0	0	1
122402	TDRD9	.	0	0	1
157695	TDRP	.	0	0	1
7003	TEAD1	.	0	0	1
8463	TEAD2	.	0	0	1
7005	TEAD3	.	0	0	1
7004	TEAD4	.	0	0	1
25851	TECPR1	.	0	0	1
9895	TECPR2	.	0	0	1
9524	TECR	.	0	0	1
253017	TECRL	.	0	0	1
7007	TECTA	.	0	0	1
79736	TEFM	.	0	0	1
7010	TEK	.	0	0	1
83659	TEKT1	.	0	0	1
27285	TEKT2	.	0	0	1
100132288	TEKT4P2	.	0	0	1
55714	TENM3	.	0	0	1
26011	TENM4	.	0	0	1
54855	TENT5C	.	0	0	1
7011	TEP1	.	0	0	1
7013	TERF1	.	0	0	1
26136	TES	.	0	0	1
7016	TESK1	.	0	0	1
200424	TET3	.	0	0	1
56155	TEX14	.	0	0	1
56154	TEX15	.	1	0	1
113419	TEX261	.	0	0	1
51368	TEX264	.	0	0	1
93081	TEX30	.	0	0	1
7018	TF	.	0	0	1
7019	TFAM	.	0	0	1
7024	TFCP2	.	0	1	1
7027	TFDP1	.	0	0	1
7029	TFDP2	.	0	0	1
7942	TFEB	.	0	0	1
22797	TFEC	.	0	1	1
10342	TFG	.	1	0	1
7035	TFPI	.	0	0	1
7980	TFPI2	.	0	0	1
29844	TFPT	.	1	0	1
7036	TFR2	.	0	0	1
7037	TFRC	.	1	0	1
23483	TGDS	.	0	0	1
7039	TGFA	.	1	0	1
7040	TGFB1	.	0	0	1
7041	TGFB1I1	.	0	0	1
7042	TGFB2	.	0	0	1
7045	TGFBI	.	0	0	1
7046	TGFBR1	.	0	0	1
7048	TGFBR2	.	1	0	1
7049	TGFBR3	.	1	0	1
7050	TGIF1	.	0	0	1
7052	TGM2	.	0	0	1
7047	TGM4	.	0	0	1
7054	TH	.	1	0	1
63892	THADA	.	0	0	1
55145	THAP1	.	0	0	1
57215	THAP11	.	1	0	1
83591	THAP2	.	0	0	1
90326	THAP3	.	0	0	1
152815	THAP6	.	0	0	1
199745	THAP8	.	0	0	1
7057	THBS1	.	0	0	1
7058	THBS2	.	0	0	1
7060	THBS4	.	0	0	1
51298	THEG	.	0	0	1
117145	THEM4	.	0	0	1
9473	THEMIS2	.	0	0	1
79896	THNSL1	.	0	0	1
55258	THNSL2	.	0	0	1
57187	THOC2	.	0	0	1
84321	THOC3	.	0	0	1
80145	THOC7	.	0	0	1
7064	THOP1	.	0	0	1
7067	THRA	.	0	0	1
9967	THRAP3	.	0	0	1
55901	THSD1	.	0	0	1
79875	THSD4	.	0	0	1
221981	THSD7A	.	0	0	1
25917	THUMPD3	.	0	0	1
440944	THUMPD3-AS1	.	0	0	1
29087	THYN1	.	0	0	1
7072	TIA1	.	0	0	1
9220	TIAF1	.	0	0	1
7074	TIAM1	.	0	0	1
7075	TIE1	.	0	0	1
200765	TIGD1	.	0	0	1
91151	TIGD7	.	0	0	1
8914	TIMELESS	.	0	0	1
26515	TIMM10B	.	0	0	1
10440	TIMM17A	.	0	0	1
10245	TIMM17B	.	0	0	1
29090	TIMM21	.	0	0	1
29928	TIMM22	.	0	0	1
100287932	TIMM23	.	1	0	1
92609	TIMM50	.	0	0	1
26521	TIMM8B	.	1	0	1
26520	TIMM9	.	0	0	1
51300	TIMMDC1	.	0	0	1
7076	TIMP1	.	0	0	1
7077	TIMP2	.	0	0	1
7078	TIMP3	.	0	0	1
64129	TINAGL1	.	0	0	1
26277	TINF2	.	0	0	1
25976	TIPARP	.	0	0	1
54962	TIPIN	.	0	0	1
114609	TIRAP	.	0	0	1
93643	TJAP1	.	0	0	1
7082	TJP1	.	0	1	1
9414	TJP2	.	0	0	1
7083	TK1	.	0	0	1
7084	TK2	.	0	0	1
26007	TKFC	.	0	0	1
7086	TKT	.	0	0	1
116238	TLCD1	.	0	0	1
727910	TLCD2	.	0	0	1
57707	TLDC1	.	0	0	1
140711	TLDC2	.	1	0	1
7088	TLE1	.	0	0	1
7089	TLE2	.	0	0	1
7090	TLE3	.	0	0	1
7091	TLE4	.	0	0	1
166	TLE5	.	0	0	1
79816	TLE6	.	1	0	1
9874	TLK1	.	0	0	1
7094	TLN1	.	1	0	1
59274	TLNRD1	.	0	0	1
7096	TLR1	.	0	0	1
7097	TLR2	.	0	0	1
7098	TLR3	.	0	0	1
7099	TLR4	.	0	0	1
7100	TLR5	.	0	0	1
51311	TLR8	.	1	0	1
83941	TM2D1	.	0	0	1
80213	TM2D3	.	0	0	1
4071	TM4SF1	.	0	0	1
116441	TM4SF18	.	0	0	1
7104	TM4SF4	.	0	0	1
53346	TM6SF1	.	0	0	1
7108	TM7SF2	.	0	0	1
51768	TM7SF3	.	0	0	1
9375	TM9SF2	.	0	0	1
55319	TMA16	.	0	0	1
51372	TMA7	.	0	0	1
64114	TMBIM1	.	0	0	1
51643	TMBIM4	.	0	0	1
7009	TMBIM6	.	0	0	1
11322	TMC6	.	0	0	1
79905	TMC7	.	0	0	1
23023	TMCC1	.	0	0	1
54499	TMCO1	.	0	0	1
55002	TMCO3	.	0	0	1
255104	TMCO4	.	0	0	1
145942	TMCO5A	.	0	0	1
55374	TMCO6	.	0	0	1
10972	TMED10	.	0	0	1
10959	TMED2	.	1	0	1
23423	TMED3	.	0	0	1
222068	TMED4	.	1	0	1
50999	TMED5	.	0	0	1
146456	TMED6	.	0	0	1
100302736	TMED7-TICAM2	.	0	0	1
8577	TMEFF1	.	0	0	1
23671	TMEFF2	.	0	0	1
55273	TMEM100	.	0	0	1
113277	TMEM106A	.	0	0	1
54664	TMEM106B	.	0	0	1
79022	TMEM106C	.	0	0	1
84314	TMEM107	.	1	0	1
66000	TMEM108	.	0	0	1
8834	TMEM11	.	0	0	1
84216	TMEM117	.	0	0	1
83862	TMEM120A	.	0	0	1
144404	TMEM120B	.	0	0	1
80757	TMEM121	.	0	0	1
84233	TMEM126A	.	0	0	1
55863	TMEM126B	.	0	0	1
85013	TMEM128	.	0	0	1
92305	TMEM129	.	0	0	1
54972	TMEM132A	.	0	0	1
92293	TMEM132C	.	0	0	1
121256	TMEM132D	.	0	0	1
83935	TMEM133	.	0	0	1
65084	TMEM135	.	0	0	1
219902	TMEM136	.	0	0	1
51524	TMEM138	.	0	0	1
55281	TMEM140	.	0	0	1
28978	TMEM14A	.	0	0	1
81853	TMEM14B	.	1	0	1
51522	TMEM14C	.	1	0	1
129303	TMEM150A	.	0	0	1
284417	TMEM150B	.	0	0	1
441027	TMEM150C	.	0	0	1
256472	TMEM151A	.	0	0	1
441151	TMEM151B	.	0	0	1
201799	TMEM154	.	0	0	1
25907	TMEM158	.	0	0	1
57146	TMEM159	.	0	0	1
81615	TMEM163	.	0	0	1
84187	TMEM164	.	0	0	1
55858	TMEM165	.	0	0	1
153339	TMEM167A	.	0	0	1
64418	TMEM168	.	0	0	1
200728	TMEM17	.	0	0	1
124491	TMEM170A	.	0	0	1
100113407	TMEM170B	.	0	0	1
134285	TMEM171	.	0	0	1
55365	TMEM176A	.	0	0	1
28959	TMEM176B	.	0	0	1
130733	TMEM178A	.	0	0	1
57583	TMEM181	.	0	0	1
130827	TMEM182	.	0	0	1
92703	TMEM183A	.	0	0	1
84548	TMEM185A	.	0	0	1
79134	TMEM185B	.	0	0	1
8269	TMEM187	.	0	0	1
387521	TMEM189	.	0	0	1
55266	TMEM19	.	0	0	1
645426	TMEM191C	.	0	0	1
130612	TMEM198	.	0	0	1
440104	TMEM198B	.	0	0	1
114801	TMEM200A	.	0	0	1
645369	TMEM200C	.	0	0	1
94107	TMEM203	.	0	0	1
55248	TMEM206	.	0	0	1
29100	TMEM208	.	0	0	1
84928	TMEM209	.	0	0	1
389177	TMEM212	.	0	0	1
54867	TMEM214	.	0	0	1
401498	TMEM215	.	0	0	1
219854	TMEM218	.	0	0	1
124446	TMEM219	.	0	0	1
388335	TMEM220	.	0	0	1
29058	TMEM230	.	0	0	1
79583	TMEM231	.	0	0	1
729515	TMEM242	.	0	0	1
79161	TMEM243	.	0	0	1
23731	TMEM245	.	0	0	1
26175	TMEM251	.	0	0	1
80195	TMEM254	.	0	0	1
254863	TMEM256	.	0	0	1
91304	TMEM259	.	0	0	1
219623	TMEM26	.	0	0	1
90871	TMEM261	.	0	0	1
64417	TMEM267	.	0	0	1
55754	TMEM30A	.	0	0	1
59353	TMEM35	.	0	0	1
140738	TMEM37	.	0	0	1
55151	TMEM38B	.	0	0	1
55254	TMEM39A	.	0	0	1
55287	TMEM40	.	0	0	1
440026	TMEM41B	.	0	0	1
79188	TMEM43	.	0	0	1
55076	TMEM45A	.	0	0	1
83604	TMEM47	.	0	0	1
23585	TMEM50A	.	0	0	1
757	TMEM50B	.	0	0	1
55092	TMEM51	.	0	0	1
79639	TMEM53	.	0	0	1
55219	TMEM57	.	0	0	1
9528	TMEM59	.	0	0	1
85025	TMEM60	.	0	0	1
9725	TMEM63A	.	0	0	1
157378	TMEM65	.	0	0	1
91147	TMEM67	.	0	0	1
137695	TMEM68	.	0	0	1
55321	TMEM74B	.	0	0	1
283232	TMEM80	.	0	0	1
388730	TMEM81	.	0	0	1
144110	TMEM86A	.	0	0	1
25963	TMEM87A	.	0	0	1
84910	TMEM87B	.	0	0	1
58986	TMEM8A	.	0	0	1
51754	TMEM8B	.	0	0	1
252839	TMEM9	.	1	0	1
641649	TMEM91	.	0	0	1
9772	TMEM94	.	0	0	1
27346	TMEM97	.	0	0	1
56674	TMEM9B	.	0	0	1
7110	TMF1	.	0	0	1
7111	TMOD1	.	0	0	1
7112	TMPO	.	0	0	1
164656	TMPRSS6	.	0	0	1
9168	TMSB10	.	0	0	1
11013	TMSB15A	.	0	0	1
286527	TMSB15B	.	0	0	1
7114	TMSB4X	.	1	0	1
83857	TMTC1	.	1	0	1
160418	TMTC3	.	0	0	1
79089	TMUB2	.	1	0	1
56255	TMX4	.	0	0	1
3371	TNC	.	0	0	1
7124	TNF	.	0	0	1
7127	TNFAIP2	.	0	0	1
7128	TNFAIP3	.	0	0	1
7130	TNFAIP6	.	0	0	1
25816	TNFAIP8	.	0	0	1
126282	TNFAIP8L1	.	0	0	1
8797	TNFRSF10A	.	0	0	1
8794	TNFRSF10C	.	0	0	1
8792	TNFRSF11A	.	1	0	1
4982	TNFRSF11B	.	0	0	1
51330	TNFRSF12A	.	0	0	1
55504	TNFRSF19	.	1	0	1
7132	TNFRSF1A	.	1	0	1
7133	TNFRSF1B	.	0	0	1
27242	TNFRSF21	.	0	0	1
8718	TNFRSF25	.	0	0	1
943	TNFRSF8	.	0	0	1
8743	TNFSF10	.	0	0	1
8600	TNFSF11	.	0	0	1
8741	TNFSF13	.	0	0	1
10673	TNFSF13B	.	0	0	1
7292	TNFSF4	.	0	0	1
23043	TNIK	.	0	0	1
10188	TNK2	.	0	0	1
100128262	TNK2-AS1	.	0	0	1
8658	TNKS	.	1	0	1
80351	TNKS2	.	0	0	1
7137	TNNI3	.	0	0	1
7138	TNNT1	.	0	0	1
3842	TNPO1	.	0	0	1
30000	TNPO2	.	1	0	1
23534	TNPO3	.	0	0	1
7143	TNR	.	0	0	1
84629	TNRC18	.	0	0	1
27327	TNRC6A	.	0	0	1
23112	TNRC6B	.	0	0	1
57690	TNRC6C	.	0	0	1
100131096	TNRC6C-AS1	.	0	0	1
7145	TNS1	.	0	0	1
23371	TNS2	.	0	0	1
7146	TNXA	.	0	0	1
7148	TNXB	.	0	0	1
10766	TOB2	.	0	0	1
54472	TOLLIP	.	0	0	1
9804	TOMM20	.	1	0	1
56993	TOMM22	.	1	0	1
10452	TOMM40	.	0	0	1
401505	TOMM5	.	1	0	1
54543	TOMM7	.	0	0	1
4796	TONSL	.	0	0	1
7150	TOP1	.	0	0	1
116447	TOP1MT	.	0	0	1
7153	TOP2A	.	1	0	1
79703	TOP6BL	.	0	0	1
11073	TOPBP1	.	0	0	1
1861	TOR1A	.	0	0	1
163590	TOR1AIP2	.	0	0	1
27433	TOR2A	.	1	0	1
64222	TOR3A	.	0	0	1
54863	TOR4A	.	1	1	1
9760	TOX	.	0	0	1
84969	TOX2	.	0	0	1
27324	TOX3	.	0	0	1
9878	TOX4	.	0	0	1
7157	TP53	.	0	0	1
7159	TP53BP2	.	0	0	1
94241	TP53INP1	.	0	0	1
58476	TP53INP2	.	0	0	1
112858	TP53RK	.	1	0	1
11257	TP53TG1	.	0	0	1
24150	TP53TG3	.	0	0	1
57212	TP73-AS1	.	0	0	1
219931	TPCN2	.	0	0	1
7163	TPD52	.	0	0	1
7164	TPD52L1	.	0	0	1
7165	TPD52L2	.	0	0	1
89882	TPD52L3	.	1	0	1
121278	TPH2	.	1	0	1
7167	TPI1	.	0	0	1
729708	TPI1P1	.	0	0	1
27010	TPK1	.	0	0	1
7168	TPM1	.	0	0	1
7169	TPM2	.	0	0	1
7170	TPM3	.	0	0	1
7171	TPM4	.	0	0	1
7172	TPMT	.	0	1	1
7173	TPO	.	0	0	1
1200	TPP1	.	0	0	1
7174	TPP2	.	0	0	1
11076	TPPP	.	0	0	1
7175	TPR	.	1	0	1
131601	TPRA1	.	0	0	1
51002	TPRKB	.	0	0	1
8460	TPST1	.	0	0	1
8459	TPST2	.	0	0	1
7178	TPT1	.	0	0	1
100190939	TPT1-AS1	.	0	0	1
7179	TPTE	.	0	0	1
374491	TPTE2P6	.	0	0	1
387590	TPTEP1	.	0	0	1
22974	TPX2	.	0	0	1
29896	TRA2A	.	0	0	1
6434	TRA2B	.	0	0	1
129293	TRABD2A	.	0	0	1
8717	TRADD	.	0	0	1
7185	TRAF1	.	0	0	1
10758	TRAF3IP2	.	0	0	1
7188	TRAF5	.	0	0	1
10906	TRAFD1	.	0	0	1
22906	TRAK1	.	0	0	1
66008	TRAK2	.	0	0	1
9697	TRAM2	.	0	0	1
401264	TRAM2-AS1	.	0	0	1
58485	TRAPPC1	.	0	0	1
7109	TRAPPC10	.	0	0	1
80006	TRAPPC13	.	0	0	1
6399	TRAPPC2	.	0	0	1
51693	TRAPPC2L	.	0	0	1
27095	TRAPPC3	.	0	0	1
51399	TRAPPC4	.	0	0	1
126003	TRAPPC5	.	0	0	1
79090	TRAPPC6A	.	0	0	1
6957	TRB	.	0	0	1
6964	TRD	.	0	0	1
54210	TREM1	.	0	0	1
55809	TRERF1	.	0	0	1
11219	TREX2	.	1	0	1
7200	TRH	.	0	0	1
51499	TRIAP1	.	0	0	1
10221	TRIB1	.	0	0	1
28951	TRIB2	.	0	0	1
57761	TRIB3	.	0	0	1
10206	TRIM13	.	0	0	1
9830	TRIM14	.	0	0	1
10626	TRIM16	.	0	0	1
23321	TRIM2	.	0	0	1
10346	TRIM22	.	0	1	1
373	TRIM23	.	0	0	1
7706	TRIM25	.	0	0	1
7726	TRIM26	.	0	0	1
10155	TRIM28	.	0	0	1
22954	TRIM32	.	0	0	1
51592	TRIM33	.	0	0	1
53840	TRIM34	.	0	0	1
23087	TRIM35	.	0	0	1
4591	TRIM37	.	0	0	1
10475	TRIM38	.	0	0	1
56658	TRIM39	.	0	0	1
89122	TRIM4	.	0	0	1
90933	TRIM41	.	0	0	1
287015	TRIM42	.	0	0	1
129868	TRIM43	.	0	0	1
653192	TRIM43B	.	0	0	1
81844	TRIM56	.	0	0	1
117854	TRIM6	.	0	0	1
391712	TRIM61	.	0	0	1
55223	TRIM62	.	0	0	1
140691	TRIM69	.	0	0	1
375593	TRIM73	.	0	0	1
81603	TRIM8	.	0	0	1
114088	TRIM9	.	0	0	1
339976	TRIML1	.	0	0	1
205860	TRIML2	.	0	0	1
11078	TRIOBP	.	0	0	1
9322	TRIP10	.	0	0	1
9321	TRIP11	.	0	0	1
9319	TRIP13	.	0	1	1
9325	TRIP4	.	0	0	1
7205	TRIP6	.	0	0	1
79002	TRIR	.	0	0	1
51531	TRMO	.	0	0	1
93587	TRMT10A	.	0	0	1
60487	TRMT11	.	0	0	1
54482	TRMT13	.	0	0	1
81627	TRMT1L	.	0	0	1
79979	TRMT2B	.	0	0	1
57570	TRMT5	.	0	0	1
51605	TRMT6	.	0	0	1
55006	TRMT61B	.	0	0	1
55687	TRMU	.	0	0	1
54952	TRNAU1AP	.	0	0	1
4567	TRNL1	.	0	0	1
51095	TRNT1	.	0	0	1
10024	TROAP	.	0	0	1
6738	TROVE2	.	0	0	1
7220	TRPC1	.	0	0	1
7222	TRPC3	.	0	0	1
7225	TRPC6	.	0	0	1
54795	TRPM4	.	0	0	1
140803	TRPM6	.	0	0	1
54822	TRPM7	.	1	0	1
7227	TRPS1	.	0	0	1
83707	TRPT1	.	0	0	1
7442	TRPV1	.	0	0	1
51393	TRPV2	.	0	0	1
59341	TRPV4	.	0	0	1
55503	TRPV6	.	0	0	1
8295	TRRAP	.	0	0	1
142940	TRUB1	.	0	0	1
7249	TSC2	.	0	0	1
8848	TSC22D1	.	0	0	1
9819	TSC22D2	.	0	0	1
1831	TSC22D3	.	0	0	1
81628	TSC22D4	.	0	0	1
116461	TSEN15	.	0	0	1
10102	TSFM	.	0	0	1
7251	TSG101	.	0	0	1
10194	TSHZ1	.	0	0	1
128553	TSHZ2	.	0	0	1
57616	TSHZ3	.	0	0	1
60385	TSKS	.	0	0	1
85480	TSLP	.	0	0	1
7247	TSN	.	0	0	1
441631	TSPAN11	.	0	0	1
23554	TSPAN12	.	1	0	1
27075	TSPAN13	.	0	0	1
81619	TSPAN14	.	0	0	1
90139	TSPAN18	.	0	0	1
10100	TSPAN2	.	0	0	1
10099	TSPAN3	.	0	0	1
6302	TSPAN31	.	0	0	1
7106	TSPAN4	.	0	0	1
10098	TSPAN5	.	0	0	1
7105	TSPAN6	.	0	0	1
7102	TSPAN7	.	0	0	1
